id,date,category,price
2464785,2017-10-19,7,27.0
2464786,2019-05-09,11,2.0
2464787,2021-02-11,18,14.0
2464788,2018-07-24,13,43.0
2464789,2015-04-24,3,61.0
2464790,2019-06-23,12,68.0
2464791,2013-11-25,11,49.0
2464792,2016-02-15,18,77.0
2464793,2017-08-25,9,72.0
2464794,2021-08-13,15,66.0
2464795,2020-12-09,12,67.0
2464796,2017-03-21,2,32.0
2464797,2013-10-22,12,98.0
2464798,2015-09-26,17,37.0
2464799,2014-01-19,10,67.0
2464800,2018-09-25,6,23.0
2464801,2012-10-13,17,69.0
2464802,2012-01-03,16,31.0
2464803,2018-08-05,9,11.0
2464804,2018-08-02,5,45.0
2464805,2012-11-12,7,30.0
2464806,2013-10-13,19,71.0
2464807,2019-09-23,8,4.0
2464808,2012-09-23,14,32.0
2464809,2019-04-10,18,97.0
2464810,2015-09-16,1,12.0
2464811,2017-03-28,9,86.0
2464812,2018-03-08,12,13.0
2464813,2019-12-04,10,90.0
2464814,2017-02-21,8,74.0
2464815,2017-05-04,2,35.0
2464816,2014-07-13,9,42.0
2464817,2016-07-28,4,43.0
2464818,2020-09-15,1,52.0
2464819,2018-06-09,16,86.0
2464820,2017-02-26,14,27.0
2464821,2017-12-04,15,23.0
2464822,2021-11-23,13,35.0
2464823,2021-11-20,2,43.0
2464824,2012-08-03,18,44.0
2464825,2019-09-25,14,82.0
2464826,2021-11-10,2,8.0
2464827,2019-12-04,11,68.0
2464828,2018-10-02,18,83.0
2464829,2021-02-04,7,93.0
2464830,2018-01-24,0,32.0
2464831,2021-06-11,17,74.0
2464832,2017-09-27,13,89.0
2464833,2012-07-10,9,92.0
2464834,2019-06-15,15,29.0
2464835,2012-11-21,6,15.0
2464836,2018-05-24,4,63.0
2464837,2019-06-16,3,48.0
2464838,2013-12-18,7,65.0
2464839,2020-06-26,16,33.0
2464840,2015-04-07,6,87.0
2464841,2018-01-13,7,58.0
2464842,2015-01-08,19,32.0
2464843,2018-06-08,17,97.0
2464844,2019-08-18,2,87.0
2464845,2014-12-07,10,69.0
2464846,2020-06-08,2,75.0
2464847,2019-08-02,14,57.0
2464848,2019-01-21,9,71.0
2464849,2016-12-14,6,85.0
2464850,2012-05-27,7,71.0
2464851,2012-06-13,4,71.0
2464852,2015-04-02,3,89.0
2464853,2019-08-16,7,17.0
2464854,2016-03-14,12,17.0
2464855,2015-03-16,1,92.0
2464856,2020-01-09,18,33.0
2464857,2020-08-19,5,16.0
2464858,2016-09-06,11,7.0
2464859,2013-08-19,5,45.0
2464860,2019-12-11,12,75.0
2464861,2017-04-01,6,40.0
2464862,2014-10-13,6,1.0
2464863,2018-11-20,10,73.0
2464864,2014-06-10,15,18.0
2464865,2021-09-10,3,68.0
2464866,2019-02-07,1,34.0
2464867,2019-04-26,10,59.0
2464868,2021-08-27,17,19.0
2464869,2014-08-12,4,19.0
2464870,2018-07-10,10,69.0
2464871,2014-02-09,3,55.0
2464872,2015-10-05,0,67.0
2464873,2012-10-11,17,94.0
2464874,2017-05-20,5,72.0
2464875,2020-01-10,18,69.0
2464876,2017-10-09,16,50.0
2464877,2016-09-16,2,34.0
2464878,2018-05-08,1,83.0
2464879,2016-09-20,16,37.0
2464880,2020-12-11,13,12.0
2464881,2015-09-28,2,63.0
2464882,2013-09-12,15,0.0
2464883,2015-01-19,14,27.0
2464884,2018-01-05,14,76.0
2464885,2020-01-22,8,19.0
2464886,2020-06-25,1,51.0
2464887,2016-11-25,13,67.0
2464888,2015-03-27,12,36.0
2464889,2013-04-06,2,2.0
2464890,2019-12-23,7,5.0
2464891,2021-01-13,10,73.0
2464892,2017-03-06,15,95.0
2464893,2015-07-26,3,52.0
2464894,2018-08-21,7,86.0
2464895,2013-10-03,8,75.0
2464896,2016-11-13,2,13.0
2464897,2019-07-23,2,24.0
2464898,2012-01-22,11,95.0
2464899,2012-03-27,15,55.0
2464900,2020-12-02,18,73.0
2464901,2012-09-25,4,28.0
2464902,2017-07-26,10,98.0
2464903,2014-04-22,17,57.0
2464904,2020-09-11,2,63.0
2464905,2014-06-12,7,19.0
2464906,2018-08-20,7,85.0
2464907,2018-09-10,7,37.0
2464908,2016-06-06,10,12.0
2464909,2013-05-23,0,70.0
2464910,2016-06-20,5,46.0
2464911,2017-06-22,2,31.0
2464912,2021-11-28,2,55.0
2464913,2018-07-02,0,96.0
2464914,2014-03-10,0,50.0
2464915,2018-05-24,14,41.0
2464916,2014-09-21,1,2.0
2464917,2020-07-08,4,40.0
2464918,2012-09-19,4,97.0
2464919,2013-08-08,17,25.0
2464920,2021-10-19,19,77.0
2464921,2019-09-23,6,36.0
2464922,2016-01-15,1,89.0
2464923,2019-10-07,17,84.0
2464924,2012-02-02,8,32.0
2464925,2016-05-12,8,97.0
2464926,2021-09-07,15,12.0
2464927,2017-02-05,19,81.0
2464928,2012-06-24,16,48.0
2464929,2021-02-19,7,78.0
2464930,2015-10-20,13,91.0
2464931,2018-07-21,19,24.0
2464932,2017-05-02,17,4.0
2464933,2021-01-04,14,46.0
2464934,2017-01-22,13,18.0
2464935,2013-08-06,16,99.0
2464936,2014-10-22,7,66.0
2464937,2016-06-01,2,82.0
2464938,2020-08-05,10,90.0
2464939,2012-09-27,13,75.0
2464940,2018-09-01,7,33.0
2464941,2017-09-15,14,84.0
2464942,2020-09-22,14,20.0
2464943,2017-02-20,0,75.0
2464944,2021-10-10,2,15.0
2464945,2014-09-25,7,19.0
2464946,2014-01-13,11,57.0
2464947,2019-07-24,8,65.0
2464948,2017-04-01,17,31.0
2464949,2013-05-08,17,92.0
2464950,2013-11-02,5,35.0
2464951,2012-08-19,9,13.0
2464952,2017-07-10,11,12.0
2464953,2014-04-13,13,82.0
2464954,2016-03-09,6,52.0
2464955,2018-09-25,15,94.0
2464956,2017-05-24,14,86.0
2464957,2018-09-24,11,41.0
2464958,2016-11-04,10,70.0
2464959,2018-11-08,19,11.0
2464960,2014-03-18,12,70.0
2464961,2014-04-21,17,60.0
2464962,2018-11-17,10,58.0
2464963,2015-05-04,19,12.0
2464964,2021-07-18,18,97.0
2464965,2021-04-02,2,30.0
2464966,2019-12-13,1,7.0
2464967,2018-10-05,6,27.0
2464968,2020-03-26,0,22.0
2464969,2018-05-01,17,40.0
2464970,2020-07-17,9,63.0
2464971,2020-03-02,13,47.0
2464972,2016-09-16,8,73.0
2464973,2021-01-01,10,81.0
2464974,2021-10-03,8,81.0
2464975,2012-06-14,12,64.0
2464976,2019-03-10,15,20.0
2464977,2021-12-23,3,57.0
2464978,2019-09-09,15,49.0
2464979,2012-06-06,7,47.0
2464980,2020-10-27,5,76.0
2464981,2019-01-06,5,60.0
2464982,2020-12-02,16,72.0
2464983,2020-09-03,14,12.0
2464984,2017-10-24,9,73.0
2464985,2014-01-20,14,12.0
2464986,2016-04-21,9,13.0
2464987,2013-08-22,16,55.0
2464988,2016-04-10,11,84.0
2464989,2021-06-17,14,59.0
2464990,2017-09-12,0,50.0
2464991,2020-02-02,17,5.0
2464992,2020-07-17,18,23.0
2464993,2013-04-06,10,79.0
2464994,2013-06-09,2,44.0
2464995,2015-09-07,19,65.0
2464996,2021-02-07,10,56.0
2464997,2014-05-26,0,43.0
2464998,2014-05-08,16,18.0
2464999,2018-06-19,6,27.0
2465000,2013-08-16,3,89.0
2465001,2019-04-20,5,91.0
2465002,2012-02-10,9,28.0
2465003,2016-04-26,16,63.0
2465004,2015-03-14,12,98.0
2465005,2020-05-09,10,96.0
2465006,2020-10-26,19,92.0
2465007,2013-08-20,4,2.0
2465008,2017-07-04,19,53.0
2465009,2014-03-19,10,78.0
2465010,2014-01-26,16,95.0
2465011,2021-08-15,16,71.0
2465012,2012-11-23,6,61.0
2465013,2016-10-20,5,7.0
2465014,2012-09-09,5,65.0
2465015,2021-09-28,6,2.0
2465016,2015-10-25,19,37.0
2465017,2013-10-12,10,61.0
2465018,2020-02-20,2,32.0
2465019,2017-07-02,16,67.0
2465020,2020-10-23,8,58.0
2465021,2012-10-17,11,92.0
2465022,2017-04-26,13,18.0
2465023,2018-05-06,8,98.0
2465024,2019-10-03,7,34.0
2465025,2021-03-13,14,35.0
2465026,2013-04-09,10,54.0
2465027,2019-10-22,6,74.0
2465028,2013-10-03,1,23.0
2465029,2019-02-23,8,97.0
2465030,2014-06-19,15,50.0
2465031,2016-12-20,5,35.0
2465032,2017-01-25,9,49.0
2465033,2014-02-18,2,84.0
2465034,2012-08-11,17,14.0
2465035,2016-03-20,5,41.0
2465036,2017-08-16,8,67.0
2465037,2012-05-03,0,1.0
2465038,2014-08-13,3,70.0
2465039,2019-02-22,19,35.0
2465040,2019-05-23,16,12.0
2465041,2018-02-10,5,63.0
2465042,2017-05-01,15,90.0
2465043,2013-05-14,3,45.0
2465044,2016-07-17,0,5.0
2465045,2019-07-24,6,65.0
2465046,2018-08-04,19,30.0
2465047,2015-02-06,19,19.0
2465048,2020-11-21,11,86.0
2465049,2021-02-18,12,31.0
2465050,2017-10-04,18,69.0
2465051,2013-08-14,14,43.0
2465052,2012-05-08,0,10.0
2465053,2021-03-25,13,82.0
2465054,2020-10-27,17,67.0
2465055,2012-06-19,8,2.0
2465056,2014-03-13,13,9.0
2465057,2012-12-10,18,48.0
2465058,2016-04-19,1,59.0
2465059,2013-01-26,14,31.0
2465060,2017-03-17,19,61.0
2465061,2016-01-28,18,93.0
2465062,2014-01-17,14,40.0
2465063,2016-01-17,17,37.0
2465064,2014-12-20,15,9.0
2465065,2013-07-16,2,95.0
2465066,2014-07-24,2,72.0
2465067,2017-05-07,18,51.0
2465068,2019-06-12,0,98.0
2465069,2015-01-23,2,37.0
2465070,2014-09-17,15,15.0
2465071,2021-10-24,9,53.0
2465072,2013-03-25,1,44.0
2465073,2012-10-06,2,54.0
2465074,2013-07-13,19,6.0
2465075,2012-11-28,16,18.0
2465076,2014-10-10,10,41.0
2465077,2017-10-03,6,83.0
2465078,2019-11-26,8,91.0
2465079,2012-07-18,5,54.0
2465080,2017-02-08,15,5.0
2465081,2021-10-24,4,92.0
2465082,2012-04-15,13,17.0
2465083,2019-08-10,8,46.0
2465084,2014-08-24,13,41.0
2465085,2020-10-13,19,81.0
2465086,2015-05-03,15,29.0
2465087,2019-03-03,18,55.0
2465088,2019-02-11,14,71.0
2465089,2016-08-09,9,82.0
2465090,2019-08-09,15,56.0
2465091,2019-06-23,9,72.0
2465092,2018-01-22,15,20.0
2465093,2019-12-22,18,38.0
2465094,2020-01-03,9,81.0
2465095,2017-07-24,4,11.0
2465096,2012-08-08,4,61.0
2465097,2015-12-01,12,51.0
2465098,2021-01-21,7,10.0
2465099,2016-06-28,12,87.0
2465100,2014-02-02,16,95.0
2465101,2021-12-28,11,63.0
2465102,2019-03-01,5,79.0
2465103,2016-06-18,15,25.0
2465104,2014-09-21,15,25.0
2465105,2016-06-02,5,71.0
2465106,2018-01-21,5,15.0
2465107,2018-12-16,6,57.0
2465108,2018-12-14,9,40.0
2465109,2012-09-09,19,73.0
2465110,2018-10-05,14,64.0
2465111,2018-09-10,18,12.0
2465112,2016-07-10,5,14.0
2465113,2020-08-13,4,9.0
2465114,2013-08-19,13,95.0
2465115,2014-06-05,12,36.0
2465116,2013-03-24,16,17.0
2465117,2017-12-25,19,99.0
2465118,2020-01-01,17,16.0
2465119,2021-06-13,4,87.0
2465120,2014-01-17,13,28.0
2465121,2016-10-06,4,53.0
2465122,2015-06-06,1,99.0
2465123,2017-12-08,11,13.0
2465124,2021-04-24,18,0.0
2465125,2015-09-21,0,16.0
2465126,2015-07-09,16,15.0
2465127,2014-04-02,14,29.0
2465128,2020-03-21,0,32.0
2465129,2021-12-09,10,58.0
2465130,2016-03-06,0,81.0
2465131,2015-09-02,3,56.0
2465132,2016-05-20,11,91.0
2465133,2018-04-23,14,59.0
2465134,2012-08-15,11,2.0
2465135,2012-09-20,16,70.0
2465136,2017-04-22,4,51.0
2465137,2014-11-26,5,8.0
2465138,2021-08-07,16,26.0
2465139,2019-04-27,7,90.0
2465140,2012-09-23,13,55.0
2465141,2012-01-22,16,1.0
2465142,2020-07-18,2,12.0
2465143,2020-06-15,16,32.0
2465144,2015-05-18,8,86.0
2465145,2014-11-06,1,94.0
2465146,2012-01-10,8,35.0
2465147,2020-04-27,18,21.0
2465148,2015-06-23,8,10.0
2465149,2017-03-13,0,47.0
2465150,2020-12-06,1,55.0
2465151,2017-06-08,1,43.0
2465152,2021-01-15,6,0.0
2465153,2018-10-18,7,29.0
2465154,2012-03-18,6,6.0
2465155,2017-12-25,18,79.0
2465156,2016-12-11,15,34.0
2465157,2020-01-28,0,36.0
2465158,2021-06-06,18,38.0
2465159,2020-03-07,9,44.0
2465160,2013-01-14,15,88.0
2465161,2018-07-21,16,51.0
2465162,2017-01-04,18,52.0
2465163,2017-11-22,11,38.0
2465164,2015-05-17,14,49.0
2465165,2021-12-28,5,34.0
2465166,2020-03-08,15,95.0
2465167,2012-07-03,0,33.0
2465168,2016-11-26,18,26.0
2465169,2012-04-14,3,40.0
2465170,2018-04-11,5,42.0
2465171,2017-09-21,5,45.0
2465172,2017-09-28,13,93.0
2465173,2013-06-05,16,45.0
2465174,2016-08-13,0,16.0
2465175,2016-08-09,18,23.0
2465176,2017-01-14,8,99.0
2465177,2016-04-01,6,84.0
2465178,2021-08-23,18,42.0
2465179,2013-03-21,12,33.0
2465180,2014-05-09,11,11.0
2465181,2014-12-24,5,74.0
2465182,2013-08-06,4,11.0
2465183,2014-08-10,6,38.0
2465184,2021-12-21,17,75.0
2465185,2012-05-12,9,94.0
2465186,2013-03-05,3,20.0
2465187,2015-10-16,13,32.0
2465188,2015-02-26,3,10.0
2465189,2020-04-28,6,18.0
2465190,2017-10-27,1,36.0
2465191,2020-12-28,15,20.0
2465192,2017-07-09,17,80.0
2465193,2014-06-16,11,93.0
2465194,2014-10-18,4,59.0
2465195,2017-08-24,16,41.0
2465196,2020-12-18,4,94.0
2465197,2018-03-03,3,63.0
2465198,2014-01-19,15,23.0
2465199,2017-09-01,16,18.0
2465200,2015-07-27,19,70.0
2465201,2019-01-15,2,15.0
2465202,2013-09-19,14,91.0
2465203,2021-09-13,12,46.0
2465204,2018-12-06,2,67.0
2465205,2017-04-08,17,45.0
2465206,2015-12-25,1,36.0
2465207,2017-01-21,17,41.0
2465208,2012-10-20,18,78.0
2465209,2012-06-13,0,17.0
2465210,2020-05-07,2,98.0
2465211,2021-11-27,4,4.0
2465212,2015-12-15,10,73.0
2465213,2014-10-23,8,38.0
2465214,2014-04-16,7,8.0
2465215,2012-02-02,9,53.0
2465216,2021-10-15,14,13.0
2465217,2014-10-25,6,79.0
2465218,2021-09-24,15,22.0
2465219,2021-05-26,19,74.0
2465220,2021-04-09,6,75.0
2465221,2016-06-10,11,72.0
2465222,2014-03-16,12,99.0
2465223,2017-12-03,3,77.0
2465224,2012-04-08,11,52.0
2465225,2016-01-26,19,82.0
2465226,2020-12-11,3,6.0
2465227,2013-03-11,1,50.0
2465228,2018-01-21,2,30.0
2465229,2014-06-11,8,27.0
2465230,2015-09-14,16,46.0
2465231,2014-05-03,7,16.0
2465232,2020-12-02,17,59.0
2465233,2021-07-24,3,12.0
2465234,2018-06-12,10,66.0
2465235,2015-04-15,2,73.0
2465236,2020-07-15,8,84.0
2465237,2017-03-21,10,88.0
2465238,2020-08-27,15,52.0
2465239,2012-03-05,12,93.0
2465240,2014-09-17,8,80.0
2465241,2015-02-14,6,5.0
2465242,2012-08-28,0,57.0
2465243,2021-03-20,8,19.0
2465244,2021-11-17,16,83.0
2465245,2020-03-10,16,63.0
2465246,2013-09-13,16,86.0
2465247,2016-02-04,4,24.0
2465248,2017-06-01,17,46.0
2465249,2019-09-16,16,2.0
2465250,2016-11-17,3,95.0
2465251,2016-02-25,9,76.0
2465252,2021-11-09,8,17.0
2465253,2018-03-15,9,24.0
2465254,2021-01-04,14,80.0
2465255,2013-05-18,1,58.0
2465256,2015-05-24,7,28.0
2465257,2013-11-07,11,64.0
2465258,2018-09-09,18,46.0
2465259,2020-01-11,19,28.0
2465260,2021-03-18,16,56.0
2465261,2015-10-17,12,45.0
2465262,2018-07-14,18,63.0
2465263,2016-01-17,1,44.0
2465264,2012-01-11,7,97.0
2465265,2018-05-18,10,25.0
2465266,2019-04-11,19,46.0
2465267,2015-04-08,17,63.0
2465268,2017-12-03,6,49.0
2465269,2013-03-16,14,30.0
2465270,2014-02-19,11,51.0
2465271,2018-09-19,15,36.0
2465272,2012-09-14,0,87.0
2465273,2014-07-25,18,26.0
2465274,2020-05-28,13,31.0
2465275,2013-04-17,6,49.0
2465276,2015-07-09,19,58.0
2465277,2014-06-04,9,59.0
2465278,2017-09-05,12,41.0
2465279,2019-02-19,2,14.0
2465280,2013-05-22,19,10.0
2465281,2018-07-17,16,5.0
2465282,2012-11-10,10,11.0
2465283,2020-09-09,19,6.0
2465284,2017-07-01,0,93.0
2465285,2018-03-18,9,10.0
2465286,2015-05-04,16,63.0
2465287,2021-05-23,10,60.0
2465288,2014-06-18,15,68.0
2465289,2017-12-28,8,28.0
2465290,2020-10-19,9,98.0
2465291,2013-10-25,18,74.0
2465292,2021-04-03,5,65.0
2465293,2021-01-13,6,6.0
2465294,2017-03-14,9,64.0
2465295,2016-11-08,6,34.0
2465296,2018-10-14,17,12.0
2465297,2013-08-03,18,16.0
2465298,2016-03-03,1,27.0
2465299,2013-07-03,3,22.0
2465300,2021-08-08,1,49.0
2465301,2013-12-07,7,88.0
2465302,2021-04-28,16,26.0
2465303,2017-08-09,18,50.0
2465304,2021-07-25,13,28.0
2465305,2020-01-20,12,51.0
2465306,2014-03-05,12,34.0
2465307,2018-05-13,6,45.0
2465308,2013-10-21,16,70.0
2465309,2018-03-15,7,61.0
2465310,2015-06-15,7,72.0
2465311,2012-04-01,12,88.0
2465312,2012-07-24,3,29.0
2465313,2016-08-08,16,22.0
2465314,2014-10-14,0,10.0
2465315,2013-05-01,4,4.0
2465316,2014-05-21,11,23.0
2465317,2013-10-18,7,73.0
2465318,2017-02-07,15,72.0
2465319,2016-02-28,1,3.0
2465320,2019-10-20,2,8.0
2465321,2013-04-28,17,67.0
2465322,2019-11-14,5,58.0
2465323,2012-05-25,9,18.0
2465324,2021-03-03,14,84.0
2465325,2019-04-19,0,37.0
2465326,2013-01-27,1,15.0
2465327,2014-05-26,7,61.0
2465328,2012-12-27,16,40.0
2465329,2021-07-01,11,50.0
2465330,2021-07-20,8,22.0
2465331,2013-01-17,10,12.0
2465332,2016-11-01,9,37.0
2465333,2020-01-20,0,41.0
2465334,2014-06-11,4,1.0
2465335,2014-02-09,17,46.0
2465336,2013-06-15,11,96.0
2465337,2014-09-09,9,44.0
2465338,2015-07-01,17,28.0
2465339,2017-03-25,10,45.0
2465340,2017-01-09,10,37.0
2465341,2021-05-05,14,98.0
2465342,2018-07-12,13,60.0
2465343,2016-07-09,16,14.0
2465344,2014-10-13,9,91.0
2465345,2021-02-05,0,87.0
2465346,2021-11-13,6,45.0
2465347,2016-07-14,1,91.0
2465348,2019-11-22,16,82.0
2465349,2017-07-14,4,97.0
2465350,2015-09-07,9,74.0
2465351,2014-10-19,6,54.0
2465352,2015-06-03,12,4.0
2465353,2016-08-11,19,27.0
2465354,2020-03-12,13,51.0
2465355,2015-07-06,14,75.0
2465356,2012-07-19,7,1.0
2465357,2015-11-07,13,22.0
2465358,2020-02-01,10,29.0
2465359,2021-02-09,19,6.0
2465360,2018-03-02,2,81.0
2465361,2013-07-19,6,40.0
2465362,2018-04-02,9,37.0
2465363,2015-08-22,2,8.0
2465364,2012-02-23,5,68.0
2465365,2016-12-09,17,94.0
2465366,2021-10-19,18,76.0
2465367,2021-04-09,13,65.0
2465368,2020-03-12,18,81.0
2465369,2018-06-28,5,0.0
2465370,2016-09-27,1,60.0
2465371,2015-06-28,4,29.0
2465372,2013-12-19,14,62.0
2465373,2013-06-03,18,48.0
2465374,2013-09-23,9,37.0
2465375,2021-03-19,13,59.0
2465376,2015-05-02,13,8.0
2465377,2016-12-05,15,77.0
2465378,2015-12-23,3,70.0
2465379,2021-03-12,3,21.0
2465380,2020-06-20,16,11.0
2465381,2012-04-23,10,75.0
2465382,2021-05-09,7,38.0
2465383,2021-12-06,6,82.0
2465384,2013-05-11,13,28.0
2465385,2017-12-02,1,25.0
2465386,2017-11-27,14,4.0
2465387,2020-08-28,11,90.0
2465388,2013-06-21,0,38.0
2465389,2013-06-28,17,74.0
2465390,2021-02-03,3,6.0
2465391,2018-07-15,10,33.0
2465392,2015-10-27,17,95.0
2465393,2017-10-26,14,24.0
2465394,2013-01-09,19,62.0
2465395,2019-06-25,5,86.0
2465396,2013-03-24,2,15.0
2465397,2016-03-07,2,18.0
2465398,2019-06-09,5,35.0
2465399,2014-11-11,1,7.0
2465400,2017-05-08,18,21.0
2465401,2013-01-04,19,53.0
2465402,2019-01-07,7,67.0
2465403,2021-06-27,5,59.0
2465404,2021-11-02,0,27.0
2465405,2016-12-17,7,87.0
2465406,2013-07-10,9,43.0
2465407,2016-09-15,7,28.0
2465408,2015-02-16,11,25.0
2465409,2018-07-27,2,88.0
2465410,2014-11-24,15,52.0
2465411,2017-04-05,15,96.0
2465412,2017-11-25,11,81.0
2465413,2019-11-01,18,18.0
2465414,2019-10-24,9,28.0
2465415,2016-05-19,15,22.0
2465416,2019-12-15,10,56.0
2465417,2018-11-24,12,24.0
2465418,2015-11-14,3,21.0
2465419,2017-03-24,17,41.0
2465420,2020-11-25,12,0.0
2465421,2015-08-11,4,68.0
2465422,2014-03-18,2,57.0
2465423,2020-10-05,16,93.0
2465424,2018-02-14,8,19.0
2465425,2016-03-05,12,55.0
2465426,2015-11-22,3,77.0
2465427,2020-03-19,17,71.0
2465428,2012-03-12,16,6.0
2465429,2012-04-01,18,25.0
2465430,2018-01-09,11,61.0
2465431,2021-02-21,14,32.0
2465432,2020-09-22,8,47.0
2465433,2021-01-17,15,69.0
2465434,2021-02-10,12,44.0
2465435,2019-06-22,13,8.0
2465436,2021-03-19,19,32.0
2465437,2017-08-06,1,38.0
2465438,2019-01-03,19,33.0
2465439,2013-11-09,19,97.0
2465440,2020-01-21,3,24.0
2465441,2015-09-12,8,36.0
2465442,2018-01-01,7,28.0
2465443,2018-03-20,0,91.0
2465444,2017-12-16,12,13.0
2465445,2020-10-11,17,59.0
2465446,2019-08-06,15,4.0
2465447,2013-11-20,3,83.0
2465448,2015-02-21,13,8.0
2465449,2017-01-01,11,82.0
2465450,2014-07-24,4,98.0
2465451,2019-09-22,16,33.0
2465452,2021-02-26,7,34.0
2465453,2019-07-20,18,20.0
2465454,2018-11-02,2,8.0
2465455,2018-01-16,14,27.0
2465456,2015-02-14,18,7.0
2465457,2019-07-08,4,88.0
2465458,2014-06-03,12,32.0
2465459,2012-08-23,19,57.0
2465460,2013-03-14,10,68.0
2465461,2016-01-02,7,16.0
2465462,2017-12-27,18,7.0
2465463,2021-01-05,3,19.0
2465464,2013-07-28,2,62.0
2465465,2021-06-11,6,13.0
2465466,2012-09-06,11,75.0
2465467,2012-06-20,16,21.0
2465468,2012-06-12,16,90.0
2465469,2014-06-15,16,53.0
2465470,2021-11-06,5,76.0
2465471,2020-03-17,4,17.0
2465472,2020-03-02,10,62.0
2465473,2018-10-14,18,21.0
2465474,2014-02-09,11,68.0
2465475,2015-12-27,13,10.0
2465476,2015-06-10,12,54.0
2465477,2021-07-03,13,77.0
2465478,2018-11-16,13,70.0
2465479,2015-12-24,2,5.0
2465480,2014-03-16,0,84.0
2465481,2017-06-17,7,70.0
2465482,2014-07-12,2,60.0
2465483,2018-02-17,3,7.0
2465484,2019-10-08,7,49.0
2465485,2020-10-15,11,63.0
2465486,2016-09-11,18,21.0
2465487,2020-06-18,7,67.0
2465488,2016-11-13,18,76.0
2465489,2014-01-15,9,57.0
2465490,2021-02-06,7,49.0
2465491,2013-09-06,11,30.0
2465492,2015-01-26,1,9.0
2465493,2016-07-09,16,30.0
2465494,2016-05-18,3,85.0
2465495,2016-04-14,0,32.0
2465496,2020-06-09,6,64.0
2465497,2020-05-18,8,9.0
2465498,2016-06-01,9,88.0
2465499,2016-08-05,5,65.0
2465500,2012-09-25,19,77.0
2465501,2015-10-05,8,61.0
2465502,2017-02-08,1,68.0
2465503,2021-04-11,2,81.0
2465504,2017-08-15,2,7.0
2465505,2014-08-27,7,95.0
2465506,2012-05-15,17,51.0
2465507,2019-06-06,1,93.0
2465508,2019-06-21,19,81.0
2465509,2019-03-19,15,84.0
2465510,2019-12-21,6,57.0
2465511,2021-10-18,14,44.0
2465512,2017-09-19,14,8.0
2465513,2017-08-17,3,80.0
2465514,2021-06-07,16,54.0
2465515,2020-05-18,12,74.0
2465516,2021-09-16,18,12.0
2465517,2021-12-11,7,5.0
2465518,2015-01-20,19,9.0
2465519,2015-07-17,11,36.0
2465520,2021-04-09,17,54.0
2465521,2014-10-19,12,93.0
2465522,2014-10-02,19,79.0
2465523,2016-06-11,17,4.0
2465524,2019-07-24,0,70.0
2465525,2018-06-27,1,24.0
2465526,2015-06-15,19,99.0
2465527,2019-11-27,17,97.0
2465528,2019-10-28,11,32.0
2465529,2014-10-11,8,49.0
2465530,2019-09-18,9,80.0
2465531,2017-10-22,13,24.0
2465532,2012-09-21,19,24.0
2465533,2020-04-05,9,21.0
2465534,2018-09-25,1,85.0
2465535,2014-06-27,5,73.0
2465536,2016-07-24,17,72.0
2465537,2020-02-27,16,89.0
2465538,2021-12-25,8,97.0
2465539,2012-06-14,1,60.0
2465540,2016-10-08,1,77.0
2465541,2020-10-08,8,29.0
2465542,2015-06-03,4,70.0
2465543,2019-07-20,13,83.0
2465544,2018-01-24,15,8.0
2465545,2014-08-12,12,3.0
2465546,2016-01-10,19,16.0
2465547,2017-07-08,17,66.0
2465548,2012-06-21,0,41.0
2465549,2012-07-17,6,45.0
2465550,2019-03-09,6,15.0
2465551,2016-07-04,3,19.0
2465552,2021-06-11,12,74.0
2465553,2016-08-02,16,20.0
2465554,2020-08-03,8,95.0
2465555,2013-10-15,4,97.0
2465556,2017-03-22,17,75.0
2465557,2015-02-16,6,17.0
2465558,2021-11-01,0,64.0
2465559,2018-03-18,10,84.0
2465560,2013-12-11,9,33.0
2465561,2016-03-13,11,21.0
2465562,2013-06-05,15,85.0
2465563,2015-01-19,0,10.0
2465564,2019-08-08,9,68.0
2465565,2020-12-02,15,41.0
2465566,2014-04-05,7,23.0
2465567,2016-05-25,14,96.0
2465568,2012-04-08,14,67.0
2465569,2018-09-24,1,13.0
2465570,2017-09-23,5,43.0
2465571,2019-11-27,17,16.0
2465572,2013-04-12,13,95.0
2465573,2020-12-22,2,51.0
2465574,2012-02-03,14,25.0
2465575,2018-02-09,15,15.0
2465576,2021-10-17,11,49.0
2465577,2017-12-26,18,64.0
2465578,2017-12-06,14,30.0
2465579,2012-12-16,3,87.0
2465580,2016-05-15,19,24.0
2465581,2017-05-02,1,19.0
2465582,2014-12-24,17,37.0
2465583,2012-02-26,6,4.0
2465584,2017-12-07,0,34.0
2465585,2015-10-11,6,9.0
2465586,2017-06-17,11,95.0
2465587,2020-06-21,9,77.0
2465588,2018-11-13,5,79.0
2465589,2020-07-19,11,5.0
2465590,2017-06-13,19,50.0
2465591,2017-06-18,16,49.0
2465592,2015-12-16,4,29.0
2465593,2021-06-05,12,81.0
2465594,2017-08-10,8,98.0
2465595,2015-08-23,6,91.0
2465596,2017-08-07,17,64.0
2465597,2017-06-06,10,30.0
2465598,2021-11-07,0,17.0
2465599,2015-01-25,0,55.0
2465600,2014-04-09,9,89.0
2465601,2020-07-16,1,41.0
2465602,2015-09-19,10,95.0
2465603,2017-02-08,8,8.0
2465604,2018-07-28,3,22.0
2465605,2017-05-16,3,23.0
2465606,2019-06-04,19,66.0
2465607,2012-03-20,2,83.0
